KEY;SURVEY_DATE;OFFICE_LOCATION;STATEMENT;RATING
4460;2022-07-01;1010-0001;I'm often working under time pressure.;3
4461;2022-07-01;1010-0001;I have a really interesting  job.;10
4462;2022-07-01;1010-0001;Most of the time I enjoy going to work.;7
4463;2022-07-01;1010-0001;I'm often bored at work.;2
4464;2022-07-01;1010-0001;If I could, I would like to change careers.;1
4465;2022-07-01;1010-0001;I'm satisified with the relations between colleagues in my team.;8
4466;2022-07-01;1010-0001;I can always trust the colleagues in my team.;9
4467;2022-07-01;1010-0001;It would not bother me if some colleagues of my team would be replaced.;2
4468;2022-07-01;1010-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4469;2022-07-01;1010-0001;After work, I'm exhausted in the evening.;2
4470;2022-07-01;1010-0001;I'm often working under time pressure.;1
4471;2022-07-01;1010-0001;I have a really interesting  job.;6
4472;2022-07-01;1010-0001;Most of the time I enjoy going to work.;10
4473;2022-07-01;1010-0001;I'm often bored at work.;2
4474;2022-07-01;1010-0001;If I could, I would like to change careers.;3
4475;2022-07-01;1010-0001;I'm satisified with the relations between colleagues in my team.;6
4476;2022-07-01;1010-0001;I can always trust the colleagues in my team.;7
4477;2022-07-01;1010-0001;It would not bother me if some colleagues of my team would be replaced.;2
4478;2022-07-01;1010-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4479;2022-07-01;1010-0001;After work, I'm exhausted in the evening.;3
4480;2022-07-01;1010-0001;I'm often working under time pressure.;2
4481;2022-10-01;1010-0001;I have a really interesting  job.;10
4482;2022-10-01;1010-0001;Most of the time I enjoy going to work.;10
4483;2022-10-01;1010-0001;I'm often bored at work.;3
4484;2022-10-01;1010-0001;If I could, I would like to change careers.;2
4485;2022-10-01;1010-0001;I'm satisified with the relations between colleagues in my team.;6
4486;2022-10-01;1010-0001;I can always trust the colleagues in my team.;10
4487;2022-10-01;1010-0001;It would not bother me if some colleagues of my team would be replaced.;1
4488;2022-10-01;1010-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
4489;2022-10-01;1010-0001;After work, I'm exhausted in the evening.;1
4490;2022-10-01;1010-0001;I'm often working under time pressure.;2
4491;2022-10-01;1010-0001;I have a really interesting  job.;9
4492;2022-10-01;1010-0001;Most of the time I enjoy going to work.;10
4493;2022-10-01;1010-0001;I'm often bored at work.;3
4494;2022-10-01;1010-0001;If I could, I would like to change careers.;3
4495;2022-10-01;1010-0001;I'm satisified with the relations between colleagues in my team.;8
4496;2022-10-01;1010-0001;I can always trust the colleagues in my team.;9
4497;2022-10-01;1010-0001;It would not bother me if some colleagues of my team would be replaced.;2
4498;2022-10-01;1010-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4499;2022-10-01;1010-0001;After work, I'm exhausted in the evening.;2
4500;2022-10-01;1010-0001;I'm often working under time pressure.;2
4501;2022-10-01;1010-0001;I have a really interesting  job.;10
4502;2022-10-01;1010-0001;Most of the time I enjoy going to work.;9
4503;2022-10-01;1010-0001;I'm often bored at work.;1
4504;2022-10-01;1010-0001;If I could, I would like to change careers.;1
4505;2022-10-01;1010-0001;I'm satisified with the relations between colleagues in my team.;6
4506;2022-10-01;1010-0001;I can always trust the colleagues in my team.;6
4507;2022-10-01;1010-0001;It would not bother me if some colleagues of my team would be replaced.;2
4508;2022-10-01;1010-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
4509;2022-10-01;1010-0001;After work, I'm exhausted in the evening.;3
4510;2022-10-01;1010-0001;I'm often working under time pressure.;2
4511;2022-10-01;1010-0001;I have a really interesting  job.;10
4512;2022-10-01;1010-0001;Most of the time I enjoy going to work.;8
4513;2022-10-01;1010-0001;I'm often bored at work.;2
4514;2022-10-01;1010-0001;If I could, I would like to change careers.;3
4515;2022-10-01;1010-0001;I'm satisified with the relations between colleagues in my team.;8
4516;2022-10-01;1010-0001;I can always trust the colleagues in my team.;6
4517;2022-10-01;1010-0001;It would not bother me if some colleagues of my team would be replaced.;2
4518;2022-10-01;1010-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4519;2022-10-01;1010-0001;After work, I'm exhausted in the evening.;1
4520;2022-10-01;1010-0001;I'm often working under time pressure.;3
4521;2022-10-01;1010-0001;I have a really interesting  job.;10
4522;2022-10-01;1010-0001;Most of the time I enjoy going to work.;9
4523;2022-10-01;1010-0001;I'm often bored at work.;2
4524;2022-10-01;1010-0001;If I could, I would like to change careers.;1
4525;2022-10-01;1010-0001;I'm satisified with the relations between colleagues in my team.;7
4526;2022-10-01;1010-0001;I can always trust the colleagues in my team.;6
4527;2022-10-01;1010-0001;It would not bother me if some colleagues of my team would be replaced.;1
4528;2022-10-01;1010-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
4529;2022-10-01;1010-0001;After work, I'm exhausted in the evening.;2
4530;2022-10-01;1010-0001;I'm often working under time pressure.;3
4531;2022-10-01;1010-0001;I have a really interesting  job.;7
4532;2022-10-01;1010-0001;Most of the time I enjoy going to work.;9
4533;2022-10-01;1010-0001;I'm often bored at work.;2
4534;2022-10-01;1010-0001;If I could, I would like to change careers.;2
4535;2022-10-01;1010-0001;I'm satisified with the relations between colleagues in my team.;9
4536;2022-10-01;1010-0001;I can always trust the colleagues in my team.;6
4537;2022-10-01;1010-0001;It would not bother me if some colleagues of my team would be replaced.;1
4538;2022-10-01;1010-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4539;2022-10-01;1010-0001;After work, I'm exhausted in the evening.;2
4540;2022-10-01;1010-0001;I'm often working under time pressure.;2
4541;2022-10-01;1010-0001;I have a really interesting  job.;9
4542;2022-10-01;1010-0001;Most of the time I enjoy going to work.;8
4543;2022-10-01;1010-0001;I'm often bored at work.;1
4544;2022-10-01;1010-0001;If I could, I would like to change careers.;2
4545;2022-10-01;1010-0001;I'm satisified with the relations between colleagues in my team.;9
4546;2022-10-01;1010-0001;I can always trust the colleagues in my team.;7
4547;2022-10-01;1010-0001;It would not bother me if some colleagues of my team would be replaced.;3
4548;2022-10-01;1010-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
4549;2022-10-01;1010-0001;After work, I'm exhausted in the evening.;2
4550;2022-10-01;1010-0001;I'm often working under time pressure.;1
4551;2022-10-01;1010-0001;I have a really interesting  job.;7
4552;2022-10-01;1010-0001;Most of the time I enjoy going to work.;6
4553;2022-10-01;1010-0001;I'm often bored at work.;2
4554;2022-10-01;1010-0001;If I could, I would like to change careers.;2
4555;2022-10-01;1010-0001;I'm satisified with the relations between colleagues in my team.;9
4556;2022-10-01;1010-0001;I can always trust the colleagues in my team.;6
4557;2022-10-01;1010-0001;It would not bother me if some colleagues of my team would be replaced.;1
4558;2022-10-01;1010-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
4559;2022-10-01;1010-0001;After work, I'm exhausted in the evening.;1
4560;2022-10-01;1010-0001;I'm often working under time pressure.;2
4561;2022-10-01;1010-0001;I have a really interesting  job.;10
4562;2022-10-01;1010-0001;Most of the time I enjoy going to work.;9
4563;2022-10-01;1010-0001;I'm often bored at work.;2
4564;2022-10-01;1010-0001;If I could, I would like to change careers.;2
4565;2022-10-01;1010-0001;I'm satisified with the relations between colleagues in my team.;7
4566;2022-10-01;1010-0001;I can always trust the colleagues in my team.;8
4567;2022-10-01;1010-0001;It would not bother me if some colleagues of my team would be replaced.;3
4568;2022-10-01;1010-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4569;2022-10-01;1010-0001;After work, I'm exhausted in the evening.;3
4570;2022-10-01;1010-0001;I'm often working under time pressure.;2
4571;2022-10-01;1010-0001;I have a really interesting  job.;10
4572;2022-10-01;1010-0001;Most of the time I enjoy going to work.;6
4573;2022-10-01;1010-0001;I'm often bored at work.;1
4574;2022-10-01;1010-0001;If I could, I would like to change careers.;2
4575;2022-10-01;1010-0001;I'm satisified with the relations between colleagues in my team.;8
4576;2022-10-01;1010-0001;I can always trust the colleagues in my team.;7
4577;2022-10-01;1010-0001;It would not bother me if some colleagues of my team would be replaced.;3
4578;2022-10-01;1010-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
4579;2022-10-01;1010-0001;After work, I'm exhausted in the evening.;1
4580;2022-10-01;1010-0001;I'm often working under time pressure.;3
4581;2022-10-01;1010-0001;I have a really interesting  job.;7
4582;2022-10-01;1010-0001;Most of the time I enjoy going to work.;9
4583;2022-10-01;1010-0001;I'm often bored at work.;1
4584;2022-10-01;1010-0001;If I could, I would like to change careers.;3
4585;2022-10-01;1010-0001;I'm satisified with the relations between colleagues in my team.;7
4586;2022-10-01;1010-0001;I can always trust the colleagues in my team.;10
4587;2022-10-01;1010-0001;It would not bother me if some colleagues of my team would be replaced.;1
4588;2022-10-01;1010-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
4589;2022-10-01;1010-0001;After work, I'm exhausted in the evening.;3
4590;2022-10-01;1010-0001;I'm often working under time pressure.;2
4591;2022-10-01;1010-0001;I have a really interesting  job.;10
4592;2022-10-01;1010-0001;Most of the time I enjoy going to work.;10
4593;2022-10-01;1010-0001;I'm often bored at work.;3
4594;2022-10-01;1010-0001;If I could, I would like to change careers.;1
4595;2022-10-01;1010-0001;I'm satisified with the relations between colleagues in my team.;8
4596;2022-10-01;1010-0001;I can always trust the colleagues in my team.;7
4597;2022-10-01;1010-0001;It would not bother me if some colleagues of my team would be replaced.;2
4598;2022-10-01;1010-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4599;2022-10-01;1010-0001;After work, I'm exhausted in the evening.;1
4600;2022-10-01;1010-0001;I'm often working under time pressure.;1
4601;2020-01-01;2510-0001;I have a really interesting  job.;10
4602;2020-01-01;2510-0001;Most of the time I enjoy going to work.;8
4603;2020-01-01;2510-0001;I'm often bored at work.;1
4604;2020-01-01;2510-0001;If I could, I would like to change careers.;3
4605;2020-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4606;2020-01-01;2510-0001;I can always trust the colleagues in my team.;10
4607;2020-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;4
4608;2020-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4609;2020-01-01;2510-0001;After work, I'm exhausted in the evening.;1
4610;2020-01-01;2510-0001;I'm often working under time pressure.;4
4611;2020-01-01;2510-0001;I have a really interesting  job.;8
4612;2020-01-01;2510-0001;Most of the time I enjoy going to work.;8
4613;2020-01-01;2510-0001;I'm often bored at work.;1
4614;2020-01-01;2510-0001;If I could, I would like to change careers.;4
4615;2020-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4616;2020-01-01;2510-0001;I can always trust the colleagues in my team.;9
4617;2020-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;1
4618;2020-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4619;2020-01-01;2510-0001;After work, I'm exhausted in the evening.;3
4620;2020-01-01;2510-0001;I'm often working under time pressure.;4
4621;2020-01-01;2510-0001;I have a really interesting  job.;9
4622;2020-01-01;2510-0001;Most of the time I enjoy going to work.;8
4623;2020-01-01;2510-0001;I'm often bored at work.;4
4624;2020-01-01;2510-0001;If I could, I would like to change careers.;1
4625;2020-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;8
4626;2020-01-01;2510-0001;I can always trust the colleagues in my team.;8
4627;2020-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;4
4628;2020-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4629;2020-01-01;2510-0001;After work, I'm exhausted in the evening.;1
4630;2020-01-01;2510-0001;I'm often working under time pressure.;4
4631;2020-01-01;2510-0001;I have a really interesting  job.;8
4632;2020-01-01;2510-0001;Most of the time I enjoy going to work.;10
4633;2020-01-01;2510-0001;I'm often bored at work.;3
4634;2020-01-01;2510-0001;If I could, I would like to change careers.;2
4635;2020-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;9
4636;2020-01-01;2510-0001;I can always trust the colleagues in my team.;8
4637;2020-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;1
4638;2020-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4639;2020-01-01;2510-0001;After work, I'm exhausted in the evening.;3
4640;2020-01-01;2510-0001;I'm often working under time pressure.;4
4641;2020-01-01;2510-0001;I have a really interesting  job.;9
4642;2020-01-01;2510-0001;Most of the time I enjoy going to work.;8
4643;2020-01-01;2510-0001;I'm often bored at work.;3
4644;2020-01-01;2510-0001;If I could, I would like to change careers.;2
4645;2020-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;9
4646;2020-01-01;2510-0001;I can always trust the colleagues in my team.;10
4647;2020-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;3
4648;2020-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4649;2020-01-01;2510-0001;After work, I'm exhausted in the evening.;2
4650;2020-01-01;2510-0001;I'm often working under time pressure.;2
4651;2020-01-01;2510-0001;I have a really interesting  job.;8
4652;2020-01-01;2510-0001;Most of the time I enjoy going to work.;8
4653;2020-01-01;2510-0001;I'm often bored at work.;2
4654;2020-01-01;2510-0001;If I could, I would like to change careers.;1
4655;2020-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4656;2020-01-01;2510-0001;I can always trust the colleagues in my team.;10
4657;2020-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;4
4658;2020-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4659;2020-01-01;2510-0001;After work, I'm exhausted in the evening.;2
4660;2020-01-01;2510-0001;I'm often working under time pressure.;2
4661;2020-01-01;2510-0001;I have a really interesting  job.;9
4662;2020-01-01;2510-0001;Most of the time I enjoy going to work.;8
4663;2020-01-01;2510-0001;I'm often bored at work.;2
4664;2020-01-01;2510-0001;If I could, I would like to change careers.;3
4665;2020-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;9
4666;2020-01-01;2510-0001;I can always trust the colleagues in my team.;9
4667;2020-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;4
4668;2020-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
4669;2020-01-01;2510-0001;After work, I'm exhausted in the evening.;1
4670;2020-01-01;2510-0001;I'm often working under time pressure.;4
4671;2020-01-01;2510-0001;I have a really interesting  job.;8
4672;2020-01-01;2510-0001;Most of the time I enjoy going to work.;10
4673;2020-01-01;2510-0001;I'm often bored at work.;4
4674;2020-01-01;2510-0001;If I could, I would like to change careers.;4
4675;2020-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;9
4676;2020-01-01;2510-0001;I can always trust the colleagues in my team.;10
4677;2020-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;1
4678;2020-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4679;2020-01-01;2510-0001;After work, I'm exhausted in the evening.;2
4680;2020-01-01;2510-0001;I'm often working under time pressure.;4
4681;2020-01-01;2510-0001;I have a really interesting  job.;8
4682;2020-01-01;2510-0001;Most of the time I enjoy going to work.;10
4683;2020-01-01;2510-0001;I'm often bored at work.;2
4684;2020-01-01;2510-0001;If I could, I would like to change careers.;3
4685;2020-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;8
4686;2020-01-01;2510-0001;I can always trust the colleagues in my team.;10
4687;2020-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;4
4688;2020-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4689;2020-01-01;2510-0001;After work, I'm exhausted in the evening.;4
4690;2020-01-01;2510-0001;I'm often working under time pressure.;2
4691;2020-01-01;2510-0001;I have a really interesting  job.;9
4692;2020-01-01;2510-0001;Most of the time I enjoy going to work.;8
4693;2020-01-01;2510-0001;I'm often bored at work.;4
4694;2020-01-01;2510-0001;If I could, I would like to change careers.;4
4695;2020-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;8
4696;2020-01-01;2510-0001;I can always trust the colleagues in my team.;8
4697;2020-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;3
4698;2020-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4699;2020-01-01;2510-0001;After work, I'm exhausted in the evening.;1
4700;2020-01-01;2510-0001;I'm often working under time pressure.;1
4701;2020-01-01;2510-0001;I have a really interesting  job.;9
4702;2020-01-01;2510-0001;Most of the time I enjoy going to work.;8
4703;2020-01-01;2510-0001;I'm often bored at work.;4
4704;2020-01-01;2510-0001;If I could, I would like to change careers.;4
4705;2020-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4706;2020-01-01;2510-0001;I can always trust the colleagues in my team.;10
4707;2020-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;3
4708;2020-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4709;2020-01-01;2510-0001;After work, I'm exhausted in the evening.;1
4710;2020-01-01;2510-0001;I'm often working under time pressure.;1
4711;2020-01-01;2510-0001;I have a really interesting  job.;8
4712;2020-01-01;2510-0001;Most of the time I enjoy going to work.;10
4713;2020-01-01;2510-0001;I'm often bored at work.;3
4714;2020-01-01;2510-0001;If I could, I would like to change careers.;3
4715;2020-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4716;2020-01-01;2510-0001;I can always trust the colleagues in my team.;8
4717;2020-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;2
4718;2020-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
4719;2020-01-01;2510-0001;After work, I'm exhausted in the evening.;3
4720;2020-01-01;2510-0001;I'm often working under time pressure.;2
4721;2020-01-01;2510-0001;I have a really interesting  job.;8
4722;2020-01-01;2510-0001;Most of the time I enjoy going to work.;10
4723;2020-01-01;2510-0001;I'm often bored at work.;4
4724;2020-01-01;2510-0001;If I could, I would like to change careers.;4
4725;2020-01-01;2510-0001;I'm satisified with the relations between colleagues in my team.;9
4726;2020-01-01;2510-0001;I can always trust the colleagues in my team.;10
4727;2020-01-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;2
4728;2020-01-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4729;2020-01-01;2510-0001;After work, I'm exhausted in the evening.;2
4730;2020-01-01;2510-0001;I'm often working under time pressure.;1
4731;2020-04-01;2510-0001;I have a really interesting  job.;8
4732;2020-04-01;2510-0001;Most of the time I enjoy going to work.;10
4733;2020-04-01;2510-0001;I'm often bored at work.;3
4734;2020-04-01;2510-0001;If I could, I would like to change careers.;4
4735;2020-04-01;2510-0001;I'm satisified with the relations between colleagues in my team.;8
4736;2020-04-01;2510-0001;I can always trust the colleagues in my team.;10
4737;2020-04-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;1
4738;2020-04-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4739;2020-04-01;2510-0001;After work, I'm exhausted in the evening.;3
4740;2020-04-01;2510-0001;I'm often working under time pressure.;4
4741;2020-04-01;2510-0001;I have a really interesting  job.;9
4742;2020-04-01;2510-0001;Most of the time I enjoy going to work.;8
4743;2020-04-01;2510-0001;I'm often bored at work.;2
4744;2020-04-01;2510-0001;If I could, I would like to change careers.;4
4745;2020-04-01;2510-0001;I'm satisified with the relations between colleagues in my team.;9
4746;2020-04-01;2510-0001;I can always trust the colleagues in my team.;9
4747;2020-04-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;2
4748;2020-04-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4749;2020-04-01;2510-0001;After work, I'm exhausted in the evening.;4
4750;2020-04-01;2510-0001;I'm often working under time pressure.;3
4751;2020-04-01;2510-0001;I have a really interesting  job.;9
4752;2020-04-01;2510-0001;Most of the time I enjoy going to work.;10
4753;2020-04-01;2510-0001;I'm often bored at work.;3
4754;2020-04-01;2510-0001;If I could, I would like to change careers.;3
4755;2020-04-01;2510-0001;I'm satisified with the relations between colleagues in my team.;9
4756;2020-04-01;2510-0001;I can always trust the colleagues in my team.;10
4757;2020-04-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;3
4758;2020-04-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
4759;2020-04-01;2510-0001;After work, I'm exhausted in the evening.;1
4760;2020-04-01;2510-0001;I'm often working under time pressure.;3
4761;2020-04-01;2510-0001;I have a really interesting  job.;8
4762;2020-04-01;2510-0001;Most of the time I enjoy going to work.;10
4763;2020-04-01;2510-0001;I'm often bored at work.;1
4764;2020-04-01;2510-0001;If I could, I would like to change careers.;4
4765;2020-04-01;2510-0001;I'm satisified with the relations between colleagues in my team.;8
4766;2020-04-01;2510-0001;I can always trust the colleagues in my team.;9
4767;2020-04-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;3
4768;2020-04-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4769;2020-04-01;2510-0001;After work, I'm exhausted in the evening.;4
4770;2020-04-01;2510-0001;I'm often working under time pressure.;3
4771;2020-04-01;2510-0001;I have a really interesting  job.;10
4772;2020-04-01;2510-0001;Most of the time I enjoy going to work.;9
4773;2020-04-01;2510-0001;I'm often bored at work.;2
4774;2020-04-01;2510-0001;If I could, I would like to change careers.;1
4775;2020-04-01;2510-0001;I'm satisified with the relations between colleagues in my team.;8
4776;2020-04-01;2510-0001;I can always trust the colleagues in my team.;10
4777;2020-04-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;4
4778;2020-04-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
4779;2020-04-01;2510-0001;After work, I'm exhausted in the evening.;2
4780;2020-04-01;2510-0001;I'm often working under time pressure.;2
4781;2020-04-01;2510-0001;I have a really interesting  job.;10
4782;2020-04-01;2510-0001;Most of the time I enjoy going to work.;9
4783;2020-04-01;2510-0001;I'm often bored at work.;3
4784;2020-04-01;2510-0001;If I could, I would like to change careers.;4
4785;2020-04-01;2510-0001;I'm satisified with the relations between colleagues in my team.;9
4786;2020-04-01;2510-0001;I can always trust the colleagues in my team.;8
4787;2020-04-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;4
4788;2020-04-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4789;2020-04-01;2510-0001;After work, I'm exhausted in the evening.;2
4790;2020-04-01;2510-0001;I'm often working under time pressure.;3
4791;2020-04-01;2510-0001;I have a really interesting  job.;8
4792;2020-04-01;2510-0001;Most of the time I enjoy going to work.;10
4793;2020-04-01;2510-0001;I'm often bored at work.;3
4794;2020-04-01;2510-0001;If I could, I would like to change careers.;2
4795;2020-04-01;2510-0001;I'm satisified with the relations between colleagues in my team.;9
4796;2020-04-01;2510-0001;I can always trust the colleagues in my team.;8
4797;2020-04-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;2
4798;2020-04-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4799;2020-04-01;2510-0001;After work, I'm exhausted in the evening.;4
4800;2020-04-01;2510-0001;I'm often working under time pressure.;4
4801;2020-04-01;2510-0001;I have a really interesting  job.;10
4802;2020-04-01;2510-0001;Most of the time I enjoy going to work.;9
4803;2020-04-01;2510-0001;I'm often bored at work.;2
4804;2020-04-01;2510-0001;If I could, I would like to change careers.;3
4805;2020-04-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4806;2020-04-01;2510-0001;I can always trust the colleagues in my team.;10
4807;2020-04-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;1
4808;2020-04-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4809;2020-04-01;2510-0001;After work, I'm exhausted in the evening.;1
4810;2020-04-01;2510-0001;I'm often working under time pressure.;3
4811;2020-04-01;2510-0001;I have a really interesting  job.;10
4812;2020-04-01;2510-0001;Most of the time I enjoy going to work.;9
4813;2020-04-01;2510-0001;I'm often bored at work.;2
4814;2020-04-01;2510-0001;If I could, I would like to change careers.;3
4815;2020-04-01;2510-0001;I'm satisified with the relations between colleagues in my team.;8
4816;2020-04-01;2510-0001;I can always trust the colleagues in my team.;8
4817;2020-04-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;2
4818;2020-04-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4819;2020-04-01;2510-0001;After work, I'm exhausted in the evening.;1
4820;2020-04-01;2510-0001;I'm often working under time pressure.;2
4821;2020-07-01;2510-0001;I have a really interesting  job.;8
4822;2020-07-01;2510-0001;Most of the time I enjoy going to work.;8
4823;2020-07-01;2510-0001;I'm often bored at work.;4
4824;2020-07-01;2510-0001;If I could, I would like to change careers.;1
4825;2020-07-01;2510-0001;I'm satisified with the relations between colleagues in my team.;8
4826;2020-07-01;2510-0001;I can always trust the colleagues in my team.;8
4827;2020-07-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;1
4828;2020-07-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4829;2020-07-01;2510-0001;After work, I'm exhausted in the evening.;4
4830;2020-07-01;2510-0001;I'm often working under time pressure.;1
4831;2020-07-01;2510-0001;I have a really interesting  job.;9
4832;2020-07-01;2510-0001;Most of the time I enjoy going to work.;9
4833;2020-07-01;2510-0001;I'm often bored at work.;3
4834;2020-07-01;2510-0001;If I could, I would like to change careers.;2
4835;2020-07-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4836;2020-07-01;2510-0001;I can always trust the colleagues in my team.;9
4837;2020-07-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;4
4838;2020-07-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
4839;2020-07-01;2510-0001;After work, I'm exhausted in the evening.;3
4840;2020-07-01;2510-0001;I'm often working under time pressure.;1
4841;2020-07-01;2510-0001;I have a really interesting  job.;9
4842;2020-07-01;2510-0001;Most of the time I enjoy going to work.;8
4843;2020-07-01;2510-0001;I'm often bored at work.;3
4844;2020-07-01;2510-0001;If I could, I would like to change careers.;2
4845;2020-07-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4846;2020-07-01;2510-0001;I can always trust the colleagues in my team.;8
4847;2020-07-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;3
4848;2020-07-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
4849;2020-07-01;2510-0001;After work, I'm exhausted in the evening.;2
4850;2020-07-01;2510-0001;I'm often working under time pressure.;3
4851;2020-07-01;2510-0001;I have a really interesting  job.;10
4852;2020-07-01;2510-0001;Most of the time I enjoy going to work.;9
4853;2020-07-01;2510-0001;I'm often bored at work.;4
4854;2020-07-01;2510-0001;If I could, I would like to change careers.;1
4855;2020-07-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4856;2020-07-01;2510-0001;I can always trust the colleagues in my team.;9
4857;2020-07-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;4
4858;2020-07-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
4859;2020-07-01;2510-0001;After work, I'm exhausted in the evening.;3
4860;2020-07-01;2510-0001;I'm often working under time pressure.;2
4861;2020-07-01;2510-0001;I have a really interesting  job.;8
4862;2020-07-01;2510-0001;Most of the time I enjoy going to work.;10
4863;2020-07-01;2510-0001;I'm often bored at work.;2
4864;2020-07-01;2510-0001;If I could, I would like to change careers.;3
4865;2020-07-01;2510-0001;I'm satisified with the relations between colleagues in my team.;10
4866;2020-07-01;2510-0001;I can always trust the colleagues in my team.;9
4867;2020-07-01;2510-0001;It would not bother me if some colleagues of my team would be replaced.;4
4868;2020-07-01;2510-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
4869;2020-07-01;2510-0001;After work, I'm exhausted in the evening.;4
4870;2020-07-01;2510-0001;I'm often working under time pressure.;3
4871;2020-07-01;2510-0001;I have a really interesting  job.;10
4872;2020-07-01;2510-0001;Most of the time I enjoy going to work.;10
